"","Group","SubGroup","Protein","Protein_ID","Entry_Name","Gene","Length","Percent_Coverage","Organism","Protein_Description","Protein_Existence","Protein_Probability","Top_Peptide_Probability","Total_Peptides","Unique_Peptides","Razor_Peptides","Total_Spectral_Count","Unique_Spectral_Count","Razor_Spectral_Count","Total_Intensity","Unique_Intensity","Razor_Intensity","Razor_Assigned_Modifications","Razor_Observed_Modifications","Indistinguishable_Proteins","TMT_126","TMT_127N","TMT_127C","TMT_128N","TMT_128C","TMT_129N","TMT_129C","TMT_130N","TMT_130C","TMT_131N","TMT_131C","TMT_132N","TMT_132C","TMT_133N","TMT_133C","TMT_134","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","mean_LPISA","mean_SPISA","mean_LPROT","mean_SPROT","log_PISA","log_PROT","pval_PISA","pval_PROT","neglog_PISA","neglog_PROT","adj_p_PISA","adj_p_PROT","log_adj_p_PISA","log_adj_p_PROT","LPISA_SDs","SPISA_SDs","LPROT_SDs","SPROT_SDs","LPISA_rsd","SPISA_rsd","LPROT_rsd","SPROT_rsd"
"1",1,"a","sp|A0A385XJE6|INH21_ECOLI","A0A385XJE6","INH21_ECOLI","insH21",326,8,"Escherichia coli (strain K12) OX=83333","Transposase InsH for insertion sequence element IS5U","3:Protein inferred from homology",1,0.999,3,0,3,3,0,3,40159608,0,40159608,"N-term(304.2072)",NA,"sp|P0CE49|INSH1_ECOLI, sp|P0CE50|INSH2_ECOLI, sp|P0CE51|INSH3_ECOLI, sp|P0CE52|INSH4_ECOLI, sp|P0CE53|INSH6_ECOLI, sp|P0CE54|INSH7_ECOLI, sp|P0CE55|INSH8_ECOLI, sp|P0CE56|INSH9_ECOLI, sp|P0CE57|INH10_ECOLI, sp|P0CE58|INH11_ECOLI, sp|P76071|INSH5_ECOLI",446419.3789,504778.3906,455196.6797,589033.2344,134163.0332,112079.8457,112561.4863,129701.1172,1209581.461,1383519.313,1142235.68,1375785.047,135812.623,137879.6797,125492.5459,113572.8799,641214.325797258,737680.902071418,615086.914153995,735615.09566167,173722.947314874,170152.665282704,168948.830202727,194221.433363099,1404718.7346803,1383519.313,1273705.26609659,1403155.92679563,184346.313435062,195706.577947578,200906.167708819,181699.951159534,682399.309421086,176761.469040851,1366274.81014313,190664.752562748,-1.9488123603667,-2.84113762589338,4.31885951420465e-06,2.4999713044051e-08,5.36463092264804,7.60206497629198,2.15763397352053e-05,1.85911178736255e-07,4.66602222821797,6.7306944955562,63548.2384330962,11815.1961634451,62462.3765774803,9139.60109659473,9.31247109364858,6.68425999600314,4.57172862397549,4.79354520106534
"479",479,"a","sp|P0A9T0|SERA_ECOLI","P0A9T0","SERA_ECOLI","serA",410,36.6,"Escherichia coli (strain K12) OX=83333","D-3-phosphoglycerate dehydrogenase","1:Experimental evidence at protein level",1,0.999,13,13,13,30,30,30,184987214,184987214,184987214,"10C(57.0215), 10K(304.2072), 11K(304.2072), 13K(304.2072), 16K(304.2072), 17K(304.2072), 5M(15.9949), 6K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,2094347.897,2200656.032,2110574.687,2502995.017,844379.5518,753738.4824,707235.8315,711048.5576,2408916.179,2965407.879,2728883.853,2818299.132,925787.6694,854706.9849,690818.46,717823.1021,3008215.90242968,3216028.96848467,2851925.1769893,3125869.32509277,1093357.09615656,1144278.98169832,1061523.5311563,1064762.37852974,2797537.65746231,2965407.879,3042974.22589009,2874368.44816121,1256625.04786119,1213172.08980049,1105959.62800615,1148411.68690621,3050509.8432491,1090980.49688523,2920072.0526284,1181042.11314351,-1.48342507461993,-1.30594355925596,3.27474449149396e-07,1.50250347753458e-07,6.48482257972201,6.82318451415229,3.29255690923012e-06,6.57379481427697e-07,5.48246670986625,6.1821838555355,157374.584379697,38303.5214548452,106870.293354849,66950.8270084471,5.15896005803661,3.5109263239996,3.65985124437781,5.6687925234307
"480",480,"a","sp|P0A9T4|TAS_ECOLI","P0A9T4","TAS_ECOLI","tas",346,37.3,"Escherichia coli (strain K12) OX=83333","Protein tas","1:Experimental evidence at protein level",1,0.999,10,10,10,27,27,27,261783481,261783481,261783481,"15M(15.9949), 19K(304.2072), 20C(57.0215), 23K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",NA,NA,606471.2496,657581.7847,645504.2351,686352.3258,1243673.736,912287.3152,921873.9863,909881.7428,749478.2556,883914.8362,859017.2351,877996.1694,1078388.967,1129553.156,975124.6473,971952.5795,871104.776826445,960987.104750338,872241.002071162,857152.198407393,1610388.95560704,1384977.97900593,1383684.03527122,1362505.89117925,870388.792174808,883914.8362,957888.809789762,895463.671075554,1463759.59851313,1603289.06515908,1561117.0729102,1554981.5799338,890371.270513834,1435389.21526586,901914.027310031,1545786.82912905,0.688963038934066,0.77727955505935,0.000133928565384674,1.71257325463925e-06,3.87312678321324,5.76635084266463,0.000333502945719556,4.32100940928936e-06,3.47690032575313,5.36441478798222,47574.5282314668,117120.459967403,38697.9530042237,58749.5631975871,5.34322364242631,8.15949142725791,4.29064764849492,3.80062516321792
"481",481,"a","sp|P0A9T8|YBBA_ECOLI","P0A9T8","YBBA_ECOLI","ybbA",228,20.6,"Escherichia coli (strain K12) OX=83333","Uncharacterized ABC transporter ATP-binding protein YbbA","3:Protein inferred from homology",1,0.999,4,3,4,5,4,5,9505518,6310285,9505518,"10K(304.2072), 12K(304.2072), 15K(304.2072), N-term(304.2072)",NA,NA,118379.1436,92463.1104,109419.8945,141491.2266,74851.0146,63297.5791,78654.4795,78889.1133,188274.2646,235411.8086,165836.0527,220180.4785,118995.5859,99410.0146,87656.9873,100498.5586,170033.843376083,135125.179600351,147854.209524149,176701.544347777,96921.9207084884,96094.4558992001,118056.208553541,118132.804039331,218647.850739319,235411.8086,184923.529645529,224560.910910942,161519.578159611,141102.69050099,140333.668944584,160782.954568924,157428.69421209,107301.34730014,215886.024973948,150934.723043527,-0.553030330926373,-0.516345114975989,0.00476739701568065,0.00193088989615699,2.32171867971975,2.71424248999832,0.00741972475950817,0.00246964724737438,2.12961220491557,2.60736507486152,19317.0913862554,12467.4831316887,21777.7690221925,11805.0558933102,12.270375158058,11.6191300905244,10.0876233303293,7.82129893987731
"482",482,"a","sp|P0A9U3|YBIT_ECOLI","P0A9U3","YBIT_ECOLI","ybiT",530,43.8,"Escherichia coli (strain K12) OX=83333","Probable ATP-binding protein YbiT","1:Experimental evidence at protein level",1,0.999,23,23,23,55,55,55,289012224,289012224,289012224,"10K(304.2072), 10M(15.9949), 11K(304.2072), 14K(304.2072), 21K(304.2072), 2K(304.2072), 4M(15.9949), 7K(304.2072), 7M(15.9949), 9K(304.2072), N-term(304.2072)",NA,NA,4480118.942,3966803.449,4298383.019,4968819.287,1245141.969,1142391.557,1190351.593,1275230.53,9816007.069,11637659.4,10110893.73,11194133.59,2032613.203,1777488.589,1524918.972,1488135.861,6435017.34616578,5797068.97341642,5808212.72411545,6205317.90342059,1612290.11837909,1734307.95702825,1786654.70560069,1909598.82807381,11399586.9432216,11637659.4,11274642.1901686,11416837.9183951,2758983.23981626,2522969.37337648,2441305.37422615,2380799.1265215,6061404.23677956,1760712.90227046,11432181.6129463,2526014.2784851,-1.78349237363351,-2.17816604134402,2.36559615719163e-07,2.68203750461146e-10,6.62605939397392,9.57153515343001,2.64396630964256e-06,2.43304703656723e-08,5.57774408308562,7.61384949504611,313196.941499387,123243.038983485,150927.832819252,165878.316054672,5.16706903656025,6.99961014794413,1.32020149722197,6.5668004123141
"483",483,"a","sp|P0A9V1|LPTB_ECOLI","P0A9V1","LPTB_ECOLI","lptB",241,44,"Escherichia coli (strain K12) OX=83333","Lipopolysaccharide export system ATP-binding protein LptB","1:Experimental evidence at protein level",1,0.999,9,9,9,21,21,21,129892106,129892106,129892106,"20K(304.2072), 5M(15.9949), 6C(57.0215), 7K(304.2072), N-term(304.2072)",NA,NA,730285.96,815799.7996,742291.3806,886591.9292,762420.123,683895.5425,727292.0146,723351.3296,2336216.804,2634888.567,2615260.664,2560716.293,1180383.986,1038916.524,895137.4441,856192.7876,1048945.99476045,1192206.21026048,1003025.14288389,1107221.74696247,987230.742333344,1038247.76528342,1091626.79990709,1083185.21145333,2713109.96296241,2634888.567,2916273.1809884,2611661.06667613,1602203.32580488,1474639.32413844,1433062.2761459,1369782.89030835,1087849.77371682,1050072.6297443,2718983.19440674,1469921.95409939,-0.050990224445117,-0.887327677511854,0.455234946079001,6.18668657647968e-06,0.341764406747579,5.20854188520082,0.490991730443375,1.27786293955679e-05,0.30892582244537,4.89351572504013,81597.1020901904,48000.4248531365,138501.238396744,98161.5723117609,7.50076932142939,4.57115284157297,5.09386150976058,6.67801253243431
"484",484,"a","sp|P0A9W0|ULAR_ECOLI","P0A9W0","ULAR_ECOLI","ulaR",251,40.6,"Escherichia coli (strain K12) OX=83333","HTH-type transcriptional regulator UlaR","1:Experimental evidence at protein level",1,0.999,8,8,8,12,12,12,10774556,10774556,10774556,"11K(304.2072), 15K(304.2072), 16C(57.0215), 7K(304.2072), 9K(304.2072), N-term(304.2072)",NA,NA,553242.7344,514110.6211,499952.4717,654964.8281,385411.4688,299034.9971,337442.3643,318075.0312,768243.5107,876496.9395,775275.6367,881467.5605,537050.3662,470302.8916,429898.3018,457764.1562,794650.016795065,751318.982349371,675563.414136247,817953.871768515,499055.624279749,453976.372394049,506483.119433787,476302.670403493,892181.376014703,876496.9395,864508.681029097,899004.124583762,728969.465068944,667548.472074719,688241.836993183,732355.513898749,759871.571262299,483954.44662777,883047.78028189,704278.822008899,-0.650884347110219,-0.326344801002442,0.000172692297077976,5.34629335646533e-05,3.7627270336609,4.27194721475294,0.000409250088637453,8.71220939092925e-05,3.38801121785432,4.05987169520909,62620.8326381208,23754.447155751,15541.7632048289,31645.073217789,8.24097584465425,4.90840559917855,1.76001384657437,4.49325923609686
"485",485,"a","sp|P0A9W3|ETTA_ECOLI","P0A9W3","ETTA_ECOLI","ettA",555,78.2,"Escherichia coli (strain K12) OX=83333","Energy-dependent translational throttle protein EttA","1:Experimental evidence at protein level",1,0.999,40,40,40,111,111,111,863456224,863456224,863456224,"10K(304.2072), 11K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 13M(15.9949), 14K(304.2072), 14M(15.9949), 15K(304.2072), 17K(304.2072), 18K(304.2072), 20K(304.2072), 2M(15.9949), 3M(15.9949), 4K(304.2072), 5K(304.2072), 6M(15.9949), 7K(304.2072), 7M(15.9949), 8M(15.9949), N-term(304.2072)",NA,NA,11313894.24,11034743.53,11254918.75,12776453.82,5551867.553,4381699.312,4784361.635,4902527.964,21813904.79,25928472.91,22812784.25,24798633.19,7071679.748,6502452.824,5648295.782,5379226.128,16250708.2132475,16126125.2718475,15208268.3194304,15955894.7613368,7188916.13736249,6652023.93657642,7181073.45656164,7341309.22559822,25333060.8338791,25928472.91,25438500.9524044,25291995.441334,9598799.1582873,9229589.11145922,9042588.55782372,8605972.883617,15885249.1414655,7090830.68902469,25498007.5344043,9119237.42779681,-1.16366116336745,-1.48339942342138,6.64117871711674e-08,9.20123049550366e-10,7.17775483254338,9.03615408986393,1.21440422020758e-06,3.5081516905079e-08,5.91563673221796,7.45492163625062,467217.108828363,301692.655720225,293535.840738087,412905.351954667,2.94120101401985,4.2546870592636,1.15121089497687,4.52784956224595
"486",486,"a","sp|P0A9W6|IBAG_ECOLI","P0A9W6","IBAG_ECOLI","ibaG",84,39.3,"Escherichia coli (strain K12) OX=83333","Acid stress protein IbaG","1:Experimental evidence at protein level",1,0.999,4,4,4,16,16,16,55736064,55736064,55736064,"10M(15.9949), 1K(304.2072), 7K(304.2072), 9M(15.9949), N-term(304.2072)",NA,NA,565589.4336,452017.5557,510133.0537,637464.8291,453664.8862,440132.6348,426224.0264,450029.8291,420737.4814,477069.0464,459007.4053,472609.7734,376985.2949,372960.8076,335489.0029,329102.9492,812384.194067694,660576.451865437,689319.979256183,796098.970064068,587434.550666756,668182.048444051,639739.692781369,673898.886539063,488613.492816077,477069.0464,511838.458161226,482012.219898587,511703.903502731,529381.004675782,537098.115252214,526516.452244147,739594.898813345,642313.79460781,489883.304318973,526174.868918719,-0.203456993399739,0.103104220313031,0.0632576288740195,0.00815441378542358,1.1988870910518,2.0886072546,0.079047364630405,0.00976415848085117,1.10211260448638,2.01036518021751,75856.166671032,39518.5273198806,15381.8115259192,10632.0605747249,10.2564480626814,6.15252663910328,3.13989298886247,2.02063253164744
"487",487,"a","sp|P0A9W9|YRDA_ECOLI","P0A9W9","YRDA_ECOLI","yrdA",184,69,"Escherichia coli (strain K12) OX=83333","Protein YrdA","1:Experimental evidence at protein level",1,0.999,11,11,11,25,25,25,92742502,92742502,92742502,"13K(304.2072), 14K(304.2072), 21K(304.2072), 2K(304.2072), 8K(304.2072), 8M(15.9949), N-term(304.2072)",NA,NA,1311803.249,1364241.056,1387973.819,1421153.901,2088735.664,1712504.387,1879766.346,1737955.352,1618630.925,1819840.996,1756728.776,1801836.977,1696434.711,1702245.097,1490416.079,1482782.138,1884208.15861269,1993695.83083128,1875506.94310402,1774810.31931748,2704629.63647255,2599817.87034503,2821429.74165005,2602507.88022132,1879758.62576518,1819840.996,1958925.58101022,1837684.04730821,2302668.76559865,2416168.67319944,2386068.27661383,2372233.95490238,1882055.31296637,2682096.28217224,1874052.3125209,2369284.91757857,0.511051999182392,0.338290474706704,2.46525089784722e-05,1.50308206113965e-05,4.6081388743561,4.82301730835038,8.33192392057224e-05,2.80093336761633e-05,4.07925470428196,4.55269722263689,89466.2129598422,104921.583041791,61907.3266219019,48049.1977295929,4.75364418587846,3.91192455465525,3.30339373176976,2.02800420384643
"488",488,"a","sp|P0A9X4|MREB_ECOLI","P0A9X4","MREB_ECOLI","mreB",347,49.9,"Escherichia coli (strain K12) OX=83333","Cell shape-determining protein MreB","1:Experimental evidence at protein level",1,0.999,15,15,15,49,49,49,242785716,242785716,242785716,"10K(304.2072), 11M(15.9949), 12K(304.2072), 19C(57.0215), 2K(304.2072), 2M(15.9949), 3M(15.9949), 4C(57.0215), 4M(15.9949), 7K(304.2072), 7M(15.9949), 8M(15.9949), N-term(304.2072)",NA,NA,1504584.173,1683038.126,1678341.107,1922695.423,1673639.23,1320867.749,1521554.264,1625310.828,7758029.338,9203001.123,8496359.559,8876237.168,2480965.378,2343160.332,2040864.803,1923929.1,2161108.97441917,2459584.4555321,2267867.27241242,2401161.25019516,2167136.00492298,2005259.43424203,2283772.37581636,2433827.90749566,9009603.3269875,9203001.123,9474277.59650124,9052827.55985855,3367557.52957018,3325884.50419957,3267304.23262968,3078004.39517081,2322430.48813971,2222498.93061926,9184927.40158682,3259687.66539256,-0.063452691563937,-1.49453458232811,0.409757179799023,5.34501607030967e-09,0.387473427947144,8.27205098470472,0.445743097807629,7.4643770935371e-08,0.350915373014679,7.12700642854538,134178.387436146,181358.231025257,209951.656357266,127912.407321946,5.77749853532212,8.16010430991412,2.28582815277336,3.92406943401254
"489",489,"a","sp|P0A9Y6|CSPC_ECOLI","P0A9Y6","CSPC_ECOLI","cspC",69,87,"Escherichia coli (strain K12) OX=83333","Cold shock-like protein CspC","1:Experimental evidence at protein level",1,0.999,6,6,6,89,89,89,3814962816,3814962816,3814962816,"12K(304.2072), 15K(304.2072), 17K(304.2072), 18K(304.2072), 6K(304.2072), N-term(304.2072)",NA,NA,4671470.167,5744892.523,6988381.549,6250871.626,6318102.472,5526527.008,5430770.902,4959598.804,5811716.349,6665508.402,5957851.729,6654024.688,4976577.771,4503697.142,4051462.387,4474619.119,6709864.61429108,8395560.46294424,9443087.42484249,7806411.01484309,8181086.52356582,8390030.28863065,8151299.53549582,7426770.17294645,6749298.90983844,6665508.402,6643591.38374136,6786404.75005226,6754996.2981477,6392552.96858009,6486152.43201146,7158734.33953327,8088730.87923023,8037296.63015968,6711200.86140801,6698109.00956813,-0.00920303374781617,-0.00281708095472,0.935365808391963,0.942794821135301,0.0290185094522054,0.0255828117634741,0.943612106450834,0.94634064369703,0.025206495795064,0.0239525073100242,1141549.05406349,420648.620048643,67739.5218921579,343366.637459751,14.1128326693955,5.23370779261989,1.00935023837069,5.12632202565318
"490",490,"a","sp|P0A9Z1|GLNB_ECOLI","P0A9Z1","GLNB_ECOLI","glnB",112,57.1,"Escherichia coli (strain K12) OX=83333","Nitrogen regulatory protein P-II 1","1:Experimental evidence at protein level",1,0.999,6,6,6,16,16,16,176086314,176086314,176086314,"11K(304.2072), 17K(304.2072), 2K(304.2072), 5K(304.2072), 5M(15.9949), N-term(304.2072)",NA,NA,1014234.104,878977.897,1076358.263,1164614.379,759223.6958,547426.2134,619093.4302,642128.3025,953394.3618,1177941.709,628733.0232,1148223.977,1123248.072,806354.073,916497.1787,915644.0076,1456794.81656782,1284534.40169869,1454434.77959715,1454430.52748917,983091.802263067,831068.500084743,929226.454417239,961557.479279474,1107201.92458293,1177941.709,701099.236033904,1171067.589468,1524649.45137126,1144539.91033547,1467257.95200049,1464896.12314956,1412548.63133821,926236.059011131,1039327.61477121,1400335.85921419,-0.608848709239627,0.430122398016416,0.000108372595844643,0.0449227356718213,3.96508052386855,1.34753380425831,0.000277336898631179,0.0501414549645514,3.55699234533076,1.29980306818578,85350.0840435878,67196.1928663504,227723.989489953,172754.190339974,6.0422757949742,7.25475889354713,21.9107032521294,12.3366254747569
"491",491,"a","sp|P0AA04|PTHP_ECOLI","P0AA04","PTHP_ECOLI","ptsH",85,78.8,"Escherichia coli (strain K12) OX=83333","Phosphocarrier protein HPr","1:Experimental evidence at protein level",1,0.999,9,9,9,148,148,148,1947343296,1947343296,1947343296,"13K(304.2072), 1M(15.9949), 23K(304.2072), 24K(304.2072), 30K(304.2072), 7K(304.2072), N-term(304.2072)",NA,NA,9805238.923,9038140.261,9448044.031,11056111.84,13128238.48,17755301.74,15422693.21,14681124.07,6973268.631,7960194.236,7658965.276,7497269.562,9760546.68,9074013.631,8338152.281,8195367.616,14083751.6525035,13208298.1065364,12766719.3259162,13807442.9316577,16999289.7998832,26954997.0834733,23148645.7940014,21984305.3152737,8098240.0968893,7960194.236,8540500.50764663,7646425.75789298,13248553.4689131,12879665.5158801,13348890.2351471,13111386.2470756,13466553.0041534,22271809.4981579,8061340.14960723,13147123.866754,0.725838160818935,0.705655619328986,0.00541130598737777,3.40502361048559e-07,2.26669790778383,6.4678798723362,0.00831811376801436,1.18191715496913e-06,2.07997514402363,5.92741296372607,592622.106556194,4106223.34482802,371187.599971096,203149.18862841,4.40069635023464,18.4368645267357,4.60453960609988,1.54519871180439
"492",492,"a","sp|P0AA16|OMPR_ECOLI","P0AA16","OMPR_ECOLI","ompR",239,42.3,"Escherichia coli (strain K12) OX=83333","DNA-binding dual transcriptional regulator OmpR","1:Experimental evidence at protein level",1,0.999,10,10,10,59,59,59,259256388,259256388,259256388,"10M(15.9949), 14K(304.2072), 16K(304.2072), 20K(304.2072), 21K(304.2072), 2M(15.9949), 5M(15.9949), 6M(15.9949), 8M(15.9949), 9M(15.9949), N-term(304.2072)",NA,NA,2788737.877,2502346.003,2726215.171,3122844.494,1431213.787,1185950.676,1219253.074,1255944.99,3204968.593,3779797.402,3498186.613,3670509.974,1603183.523,1497081.38,1321323.515,1306853.577,4005602.71830492,3656917.35455176,3683812.62788503,3899969.3345492,1853227.90775517,1800436.7079105,1830034.29809348,1880719.62253694,3722014.24361038,3779797.402,3900822.56121318,3743533.79956498,2176093.54489005,2124959.05434597,2115361.05031874,2090774.059112,3811575.50882273,1841104.63407402,3786542.00159714,2126796.92716669,-1.04981583616863,-0.832198644553227,4.59561763442663e-07,2.24323513045695e-08,6.33765611274412,7.64912520233855,4.1672713869914e-06,1.7494320725187e-07,5.38014821587703,6.75710291577211,169019.254202995,34121.1255814175,79831.2238887306,35879.2446856353,4.43436720095831,1.85329638250455,2.10828835003173,1.68700848808511
"493",493,"a","sp|P0AA25|THIO_ECOLI","P0AA25","THIO_ECOLI","trxA",109,66.1,"Escherichia coli (strain K12) OX=83333","Thioredoxin 1","1:Experimental evidence at protein level",1,0.999,8,8,8,61,61,61,308780948,308780948,308780948,"10K(304.2072), 12K(304.2072), 15K(304.2072), 16K(304.2072), 18K(304.2072), 1M(15.9949), 3K(304.2072), 4K(304.2072), 6K(304.2072), 8K(304.2072), N-term(304.2072)",NA,NA,1230214.34,1489793.153,1555708.049,1431315.348,4359683.292,3335805.834,2646777.454,2140109.538,2102646.818,2396665.812,2035820.531,2257628.361,2360038.403,1925542.961,1829514.843,1813996.474,1767017.95641788,2177177.10874777,2102158.70602261,1787500.45863463,5645199.07444709,5064213.37374034,3972672.79741181,3204715.20213243,2441859.00073126,2396665.812,2270140.37169829,2302543.28039594,3203416.36548925,2733117.92142462,2928945.40657759,2902128.31636901,1958463.55745572,4471700.11193292,2352802.11620637,2941902.00246512,1.19110115590868,0.322369202901362,0.00403536289499255,0.00138486277814307,2.39411740364178,2.85859325739209,0.00637959015570204,0.00180588512111817,2.19520722078265,2.74330988018603,211631.529279621,1092771.82777556,80029.3010342558,194705.225102381,10.8059978177258,24.4375025252578,3.40144632151615,6.61834503458072
"494",494,"a","sp|P0AA31|YEDF_ECOLI","P0AA31","YEDF_ECOLI","yedF",77,39,"Escherichia coli (strain K12) OX=83333","Putative sulfur carrier protein YedF","1:Experimental evidence at protein level",1,0.999,2,2,2,3,3,3,4079847,4079847,4079847,"11C(57.0215), 1K(304.2072), N-term(304.2072)",NA,NA,13111.467,13740.718,13031.6489,14636.457,33744.0934,22902.5664,24680.5332,20383.0303,62875.1465,72138.7969,64889.8564,55760.7568,24890.8695,21157.3063,20759.0659,21152.1003,18832.651246758,20080.6243652796,17609.0843051009,18278.7627037211,43694.0282289056,34769.254815044,37044.1733667794,30522.6465786332,73018.5597928228,72138.7969,72358.579984939,56870.1023151402,33785.8140809064,30030.7052030505,33234.0406776609,33840.2582977168,18700.2806552149,36507.5257473405,68596.5097482255,32722.7045648337,0.965133972853086,-1.06784317923041,0.000708804718378594,0.000109997720209779,3.14947340009538,3.95861631584698,0.00136260619061101,0.000169503349425463,2.86562964229953,3.77082171561651,1047.41866658853,5500.73246889555,7826.53879683805,1815.43873238834,5.60108527727599,15.0673932464357,11.4095291809515,5.54794830235198
"495",495,"a","sp|P0AA37|RLUA_ECOLI","P0AA37","RLUA_ECOLI","rluA",219,12.8,"Escherichia coli (strain K12) OX=83333","Dual-specificity RNA pseudouridine synthase RluA","1:Experimental evidence at protein level",1,0.999,3,3,3,7,7,7,32834672,32834672,32834672,"4K(304.2072), 5K(304.2072), 9M(15.9949), N-term(304.2072)",NA,NA,302791.7188,315718.5498,336896.0996,353117.4834,285211.127,229779.3892,245513.0039,238818.5039,314633.2432,379312.2852,358674.8477,364607.6426,265463.7393,265157.915,221616.9688,215907.876,434914.784178369,461389.688929255,455232.63137607,440991.333189704,369309.759981164,348836.806967623,368502.017625389,357619.680866472,365391.8529066,379312.2852,399957.776079872,371861.415258698,360329.258132666,376365.453366837,354795.701860511,345420.93639521,448132.109418349,361067.066360162,379130.832361293,359227.837438806,-0.311657266491791,-0.0777966343688868,3.16369780445628e-05,0.0915850283686874,4.49980500688264,1.03817551572398,0.000101771965516847,0.100130741074915,3.99237183789414,0.999432569577608,12272.8589199511,9741.39295304504,15004.4270273534,12976.7143948124,2.73866983909736,2.69794557871087,3.95758554742256,3.61239109066065
"496",496,"a","sp|P0AA39|RLUC_ECOLI","P0AA39","RLUC_ECOLI","rluC",319,42.6,"Escherichia coli (strain K12) OX=83333","Ribosomal large subunit pseudouridine synthase C","1:Experimental evidence at protein level",1,0.999,15,15,15,25,25,25,263774004,263774004,263774004,"10K(304.2072), 10M(15.9949), 11K(304.2072), 13K(304.2072), 15K(304.2072), 5M(15.9949), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)",NA,NA,2254498.409,2335435.492,2474017.625,2714619.721,1778152.88,1463667.816,1440310.589,1484182.63,1716894.903,2036224.104,1761671.961,1970544.944,1429338.752,1432377.896,1173549.596,1226072.455,3238248.03685718,3412995.07377954,3343029.36376152,3390157.17471794,2302467.01883624,2222049.63279062,2161829.92192909,2222494.94834123,1993875.16548686,2036224.104,1964437.71907073,2009748.41471058,1940124.00144184,2033118.85379954,1878783.71785103,1961536.1113296,3346107.41227904,2227210.3804743,2001071.35081704,1953390.6711055,-0.587245917234228,-0.0347920974414894,4.26444525809729e-07,0.224359548722145,6.37013745617681,0.649055442203612,3.94828373418241e-06,0.238245639270819,5.40359164532306,0.622975039726161,77583.2028233765,57697.5868761114,30026.7411506563,63679.2308109377,2.31861065005485,2.59057641711531,1.50053325876643,3.25993318965218
"497",497,"a","sp|P0AA43|RSUA_ECOLI","P0AA43","RSUA_ECOLI","rsuA",231,60.2,"Escherichia coli (strain K12) OX=83333","Ribosomal small subunit pseudouridine synthase A","1:Experimental evidence at protein level",1,0.999,10,10,10,26,26,26,203479012,203479012,203479012,"11M(15.9949), 12K(304.2072), 20K(304.2072), 4K(304.2072), 8K(304.2072), N-term(304.2072)",NA,NA,836878.2761,763825.6998,816068.3059,891462.6145,387692.9744,284815.3562,303032.885,323616.0344,1302075.443,1468274.465,1374113.172,1420599.096,403167.4883,341409.3364,307129.3271,308178.6606,1202049.83239323,1116251.49124162,1102716.60229535,1113304.51007947,502009.864860734,432388.996150026,454836.313170711,484600.066809987,1512134.42642971,1468274.465,1532271.50406393,1448861.53945306,547242.506059091,484596.80970812,491695.946210375,493040.659255402,1133580.60900242,468458.810247865,1490385.48373668,504143.980308247,-1.27489287684182,-1.56377780550399,3.44671819828616e-07,1.41683179264998e-08,6.4625942228097,7.84868170646399,3.41956809325842e-06,1.31471568403472e-07,5.46602874381516,6.88116815607553,46014.635250301,30945.2061161321,38473.3254154204,28970.1690920793,4.05922921447952,6.60574749352217,2.58143452383611,5.74640781674436
"498",498,"a","sp|P0AA53|QMCA_ECOLI","P0AA53","QMCA_ECOLI","qmcA",305,29.8,"Escherichia coli (strain K12) OX=83333","Protein QmcA","1:Experimental evidence at protein level",1,0.999,7,7,7,12,12,12,36568865,36568865,36568865,"11M(15.9949), 12K(304.2072), 15K(304.2072), 16M(15.9949), 17K(304.2072), 6M(15.9949), N-term(304.2072)",NA,NA,292654.1211,292331.656,275620.6245,386896.293,794126.8491,729376.2793,712914.1226,761692.5344,534133.2876,613088.6284,573799.1738,662620.1709,1055169.857,1062797.343,961680.6689,870724.7471,420353.649107516,427212.18601649,372433.822480059,483176.053514614,1028286.65599614,1107293.7970406,1070046.34540148,1140599.39503081,620303.022243576,613088.6284,639842.584282545,675802.824024058,1432242.96010947,1508535.78643981,1539594.05606698,1393031.89424069,425793.92777967,1086556.54836725,637259.264737545,1468351.17421424,1.35153597872027,1.20424469967564,1.03550238014938e-06,4.73811119713075e-07,5.98484889852374,6.3243947511832,7.58631774237486e-06,1.534018250298e-06,5.11996897143152,5.81416947353139,45356.4301942718,48368.825762582,28071.4167960973,67496.0451581477,10.6522022121795,4.45157003887785,4.40502293955012,4.59672361376815
